case_id,operator_id,experience_level,timestamp,phase,phase_key,ui_element,screen,action,dwell_time_s,phase_duration_s
PROC_0010,OP_002,expert,2024-02-03 10:41:58.301294403,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,6.5,445.2
PROC_0010,OP_002,expert,2024-02-03 10:42:24.368034680,Phase D,D,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,1.89,445.2
PROC_0010,OP_002,expert,2024-02-03 10:42:31.069346627,Phase D,D,LesionMap.MarkLesion,LesionMap,MarkLesion,3.23,445.2
PROC_0010,OP_002,expert,2024-02-03 10:42:35.273434806,Phase D,D,OutcomeTracker.RecordResult,OutcomeTracker,RecordResult,9.83,445.2
PROC_0010,OP_002,expert,2024-02-03 10:43:13.698760984,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,1.37,445.2
PROC_0010,OP_002,expert,2024-02-03 10:43:14.245325459,Phase D,D,LesionMap.DeleteLesion,LesionMap,DeleteLesion,13.85,445.2
PROC_0010,OP_002,expert,2024-02-03 10:43:20.472758339,Phase D,D,LesionMap.DeleteLesion,LesionMap,DeleteLesion,4.91,445.2
PROC_0010,OP_002,expert,2024-02-03 10:43:58.110738491,Phase D,D,WaveformViewer.Zoom,WaveformViewer,Zoom,1.68,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:10.143024955,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,0.3,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:10.894974733,Phase D,D,LesionMap.MarkLesion,LesionMap,MarkLesion,2.03,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:14.963791010,Phase D,D,ContactSensor.CheckForce,ContactSensor,CheckForce,0.48,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:15.225805156,Phase D,D,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,1.22,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:16.162352573,Phase D,D,OutcomeTracker.RecordResult,OutcomeTracker,RecordResult,2.31,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:19.606985214,Phase D,D,OutcomeTracker.FlagAnomaly,OutcomeTracker,FlagAnomaly,0.39,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:32.347255534,Phase D,D,LesionMap.DeleteLesion,LesionMap,DeleteLesion,0.95,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:33.983797980,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,1.2,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:54.118461002,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,4.0,445.2
PROC_0010,OP_002,expert,2024-02-03 10:44:58.997265100,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,5.15,445.2
PROC_0010,OP_002,expert,2024-02-03 10:45:01.120142258,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,2.69,445.2
PROC_0010,OP_002,expert,2024-02-03 10:45:02.839312887,Phase D,D,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,0.3,445.2
PROC_0010,OP_002,expert,2024-02-03 10:45:18.965614957,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,2.58,445.2
PROC_0010,OP_002,expert,2024-02-03 10:45:19.547632905,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,2.43,445.2
PROC_0010,OP_002,expert,2024-02-03 10:45:46.399326916,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,0.3,445.2
PROC_0010,OP_002,expert,2024-02-03 10:46:03.084854293,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,1.04,445.2
PROC_0010,OP_002,expert,2024-02-03 10:46:17.044882718,Phase D,D,OutcomeTracker.RecordResult,OutcomeTracker,RecordResult,1.64,445.2
PROC_0010,OP_002,expert,2024-02-03 10:46:22.263186451,Phase D,D,LesionMap.MarkLesion,LesionMap,MarkLesion,0.87,445.2
PROC_0010,OP_002,expert,2024-02-03 10:46:33.586660470,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,1.08,445.2
PROC_0010,OP_002,expert,2024-02-03 10:46:35.601535285,Phase D,D,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,1.86,445.2
PROC_0010,OP_002,expert,2024-02-03 10:46:54.985914477,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,3.67,445.2
PROC_0010,OP_002,expert,2024-02-03 10:46:57.488511515,Phase D,D,LesionMap.DeleteLesion,LesionMap,DeleteLesion,3.1,445.2
PROC_0010,OP_002,expert,2024-02-03 10:46:57.763865193,Phase D,D,WaveformViewer.Zoom,WaveformViewer,Zoom,1.45,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:03.020433975,Phase D,D,OutcomeTracker.RecordResult,OutcomeTracker,RecordResult,0.3,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:05.800678941,Phase D,D,OutcomeTracker.RecordResult,OutcomeTracker,RecordResult,3.76,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:06.413765432,Phase D,D,OutcomeTracker.RecordResult,OutcomeTracker,RecordResult,0.3,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:08.854598098,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,1.09,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:08.946894721,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,1.78,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:13.857580551,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,3.65,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:37.537201552,Phase D,D,OutcomeTracker.RecordResult,OutcomeTracker,RecordResult,1.44,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:44.354847081,Phase D,D,WaveformViewer.SelectChannel,WaveformViewer,SelectChannel,0.96,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:45.524631275,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,1.4,445.2
PROC_0010,OP_002,expert,2024-02-03 10:47:55.278268254,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,3.78,445.2
PROC_0010,OP_002,expert,2024-02-03 10:48:22.492354702,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,0.3,179.5
PROC_0010,OP_002,expert,2024-02-03 10:48:36.992583917,Phase E,E,OutcomeTracker.ExportData,OutcomeTracker,ExportData,0.41,179.5
PROC_0010,OP_002,expert,2024-02-03 10:49:07.400847476,Phase E,E,OutcomeTracker.Summary,OutcomeTracker,Summary,1.43,179.5
PROC_0010,OP_002,expert,2024-02-03 10:49:17.714519486,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,3.28,179.5
PROC_0010,OP_002,expert,2024-02-03 10:49:27.688486889,Phase E,E,LesionMap.FinalReview,LesionMap,FinalReview,0.3,179.5
PROC_0010,OP_002,expert,2024-02-03 10:49:32.037653881,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,0.64,179.5
PROC_0010,OP_002,expert,2024-02-03 10:49:38.895404777,Phase E,E,LesionMap.ConfirmComplete,LesionMap,ConfirmComplete,1.41,179.5
PROC_0010,OP_002,expert,2024-02-03 10:49:49.214180120,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,5.59,179.5
PROC_0010,OP_002,expert,2024-02-03 10:49:53.532578409,Phase E,E,LesionMap.ConfirmComplete,LesionMap,ConfirmComplete,2.1,179.5
PROC_0010,OP_002,expert,2024-02-03 10:50:00.076804164,Phase E,E,LesionMap.ConfirmComplete,LesionMap,ConfirmComplete,1.17,179.5
PROC_0010,OP_002,expert,2024-02-03 10:50:07.203442392,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,7.21,179.5
PROC_0010,OP_002,expert,2024-02-03 10:50:20.683157108,Phase E,E,OutcomeTracker.ExportData,OutcomeTracker,ExportData,0.52,179.5
PROC_0010,OP_002,expert,2024-02-03 10:50:41.970991426,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,2.6,179.5
PROC_0010,OP_002,expert,2024-02-03 10:50:45.864704698,Phase E,E,OutcomeTracker.ExportData,OutcomeTracker,ExportData,2.89,179.5
PROC_0010,OP_002,expert,2024-02-03 10:50:46.740463335,Phase E,E,OutcomeTracker.Summary,OutcomeTracker,Summary,0.64,179.5
PROC_0010,OP_002,expert,2024-02-03 10:50:55.833563780,Phase E,E,LesionMap.FinalReview,LesionMap,FinalReview,3.7,179.5
PROC_0010,OP_002,expert,2024-02-03 10:50:55.990572909,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,1.23,179.5
PROC_0010,OP_002,expert,2024-02-03 10:50:56.728865234,Phase E,E,WaveformViewer.FinalCapture,WaveformViewer,FinalCapture,3.84,179.5
PROC_0010,OP_002,expert,2024-02-03 10:51:00.779662994,Phase E,E,LesionMap.ConfirmComplete,LesionMap,ConfirmComplete,2.31,179.5
PROC_0010,OP_002,expert,2024-02-03 10:51:09.387450292,Phase E,E,OutcomeTracker.ExportData,OutcomeTracker,ExportData,7.91,179.5
PROC_0010,OP_002,expert,2024-02-03 10:51:11.957289471,Phase E,E,OutcomeTracker.ExportData,OutcomeTracker,ExportData,6.05,179.5
PROC_0010,OP_002,expert,2024-02-03 10:51:40.641359332,Phase F,F,ReportGenerator.Export,ReportGenerator,Export,0.3,248.3
PROC_0010,OP_002,expert,2024-02-03 10:51:43.271512242,Phase F,F,SystemCheck.Shutdown,SystemCheck,Shutdown,5.84,248.3
PROC_0010,OP_002,expert,2024-02-03 10:51:51.709223202,Phase F,F,PatientRecord.Save,PatientRecord,Save,1.77,248.3
PROC_0010,OP_002,expert,2024-02-03 10:51:57.478840016,Phase F,F,ReportGenerator.Export,ReportGenerator,Export,0.56,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:04.427411359,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,10.96,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:14.356594196,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,2.68,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:24.863476161,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,0.34,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:26.524912855,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,7.68,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:30.594981764,Phase F,F,ReportGenerator.Export,ReportGenerator,Export,0.3,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:33.184192269,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,0.3,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:40.205146138,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,0.72,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:40.698750663,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,3.23,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:41.210506929,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,1.66,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:50.626600445,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,1.23,248.3
PROC_0010,OP_002,expert,2024-02-03 10:52:53.747209991,Phase F,F,PatientRecord.Save,PatientRecord,Save,2.57,248.3
PROC_0010,OP_002,expert,2024-02-03 10:53:14.730419622,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,4.08,248.3
PROC_0010,OP_002,expert,2024-02-03 10:53:27.082558067,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,0.59,248.3
PROC_0010,OP_002,expert,2024-02-03 10:53:28.902646996,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,0.71,248.3
PROC_0010,OP_002,expert,2024-02-03 10:53:30.130496580,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,2.36,248.3
PROC_0010,OP_002,expert,2024-02-03 10:53:30.557644469,Phase F,F,PatientRecord.Close,PatientRecord,Close,1.64,248.3
PROC_0010,OP_002,expert,2024-02-03 10:53:32.991108122,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,2.54,248.3
PROC_0010,OP_002,expert,2024-02-03 10:53:36.613173747,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,0.46,248.3
PROC_0010,OP_002,expert,2024-02-03 10:53:37.959206130,Phase F,F,ReportGenerator.Export,ReportGenerator,Export,3.79,248.3
PROC_0010,OP_002,expert,2024-02-03 10:53:53.573652688,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,0.3,248.3
PROC_0010,OP_002,expert,2024-02-03 10:54:00.028445666,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,0.7,248.3
PROC_0010,OP_002,expert,2024-02-03 10:54:06.018074468,Phase F,F,PatientRecord.Save,PatientRecord,Save,2.41,248.3
PROC_0010,OP_002,expert,2024-02-03 10:54:12.279242476,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,2.48,248.3
PROC_0010,OP_002,expert,2024-02-03 10:54:34.728762411,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,1.55,248.3
PROC_0010,OP_002,expert,2024-02-03 10:54:41.446952666,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,0.3,248.3
PROC_0010,OP_002,expert,2024-02-03 10:54:51.417421016,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,4.31,248.3
PROC_0010,OP_002,expert,2024-02-03 10:54:58.091426588,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,1.9,248.3
PROC_0010,OP_002,expert,2024-02-03 10:55:17.046237328,Phase F,F,PatientRecord.Close,PatientRecord,Close,3.49,248.3
PROC_0010,OP_002,expert,2024-02-03 10:55:18.787526697,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,0.3,248.3
PROC_0010,OP_002,expert,2024-02-03 10:55:25.450943975,Phase F,F,ReportGenerator.Export,ReportGenerator,Export,4.21,248.3
PROC_0010,OP_002,expert,2024-02-03 10:55:31.824225864,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,0.38,248.3
PROC_0010,OP_002,expert,2024-02-03 10:55:36.736988845,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,1.43,248.3
PROC_0011,OP_003,senior,2024-02-05 14:06:41.135206967,Phase A,A,ProcedureSetup.ConfirmProtocol,ProcedureSetup,ConfirmProtocol,2.4,146.7
PROC_0011,OP_003,senior,2024-02-05 14:06:50.342578193,Phase A,A,PatientDemographics.Load,PatientDemographics,Load,6.5,146.7
PROC_0011,OP_003,senior,2024-02-05 14:06:51.897390054,Phase A,A,ProcedureSetup.SelectProtocol,ProcedureSetup,SelectProtocol,0.44,146.7
PROC_0011,OP_003,senior,2024-02-05 14:07:02.624814137,Phase A,A,PatientDemographics.Confirm,PatientDemographics,Confirm,2.41,146.7
PROC_0011,OP_003,senior,2024-02-05 14:07:27.667363039,Phase A,A,CatheterConfig.Confirm,CatheterConfig,Confirm,7.51,146.7
PROC_0011,OP_003,senior,2024-02-05 14:07:36.080086608,Phase A,A,ProcedureSetup.ConfirmProtocol,ProcedureSetup,ConfirmProtocol,6.57,146.7
PROC_0011,OP_003,senior,2024-02-05 14:07:45.512812437,Phase A,A,ProcedureSetup.SelectProtocol,ProcedureSetup,SelectProtocol,1.17,146.7
PROC_0011,OP_003,senior,2024-02-05 14:07:57.733123718,Phase A,A,PatientDemographics.Load,PatientDemographics,Load,3.02,146.7
PROC_0011,OP_003,senior,2024-02-05 14:08:00.459638248,Phase A,A,CatheterConfig.SelectType,CatheterConfig,SelectType,0.3,146.7
PROC_0011,OP_003,senior,2024-02-05 14:08:07.565837618,Phase A,A,ProcedureSetup.SelectProtocol,ProcedureSetup,SelectProtocol,3.35,146.7
PROC_0011,OP_003,senior,2024-02-05 14:08:15.772579127,Phase A,A,SystemCheck.RunDiagnostics,SystemCheck,RunDiagnostics,2.77,146.7
PROC_0011,OP_003,senior,2024-02-05 14:08:16.552085808,Phase A,A,SystemCheck.RunDiagnostics,SystemCheck,RunDiagnostics,5.73,146.7
PROC_0011,OP_003,senior,2024-02-05 14:08:24.164581266,Phase A,A,ProcedureSetup.ConfirmProtocol,ProcedureSetup,ConfirmProtocol,1.41,146.7
PROC_0011,OP_003,senior,2024-02-05 14:08:26.934587631,Phase A,A,PatientDemographics.Load,PatientDemographics,Load,0.31,146.7
PROC_0011,OP_003,senior,2024-02-05 14:08:35.270052719,Phase A,A,PatientDemographics.Load,PatientDemographics,Load,4.77,146.7
PROC_0011,OP_003,senior,2024-02-05 14:08:43.562649250,Phase A,A,ProcedureSetup.SelectProtocol,ProcedureSetup,SelectProtocol,0.3,146.7
PROC_0011,OP_003,senior,2024-02-05 14:08:53.084086178,Phase A,A,ProcedureSetup.ConfirmProtocol,ProcedureSetup,ConfirmProtocol,1.12,146.7
PROC_0011,OP_003,senior,2024-02-05 14:09:29.579029716,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,4.3,364.4
PROC_0011,OP_003,senior,2024-02-05 14:09:47.711069677,Phase B,B,ImagingPanel.ToggleOverlay,ImagingPanel,ToggleOverlay,0.3,364.4
PROC_0011,OP_003,senior,2024-02-05 14:09:51.604259612,Phase B,B,AnatomyMap.MarkPoint,AnatomyMap,MarkPoint,6.13,364.4
PROC_0011,OP_003,senior,2024-02-05 14:09:55.451492032,Phase B,B,ImagingPanel.Contrast,ImagingPanel,Contrast,7.03,364.4
PROC_0011,OP_003,senior,2024-02-05 14:09:56.605195660,Phase B,B,Navigation.ForwardStep,Navigation,ForwardStep,0.8,364.4
PROC_0011,OP_003,senior,2024-02-05 14:09:56.927852874,Phase B,B,AnatomyMap.ClearMark,AnatomyMap,ClearMark,0.73,364.4
PROC_0011,OP_003,senior,2024-02-05 14:10:00.978485617,Phase B,B,Navigation.BackStep,Navigation,BackStep,0.3,364.4
PROC_0011,OP_003,senior,2024-02-05 14:10:04.015777876,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,3.69,364.4
PROC_0011,OP_003,senior,2024-02-05 14:10:06.259018321,Phase B,B,ImagingPanel.Rotate,ImagingPanel,Rotate,1.41,364.4
PROC_0011,OP_003,senior,2024-02-05 14:10:14.080324006,Phase B,B,ImagingPanel.Rotate,ImagingPanel,Rotate,9.01,364.4
PROC_0011,OP_003,senior,2024-02-05 14:10:23.201652281,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,0.64,364.4
PROC_0011,OP_003,senior,2024-02-05 14:10:41.265212029,Phase B,B,AnatomyMap.ClearMark,AnatomyMap,ClearMark,0.3,364.4
PROC_0011,OP_003,senior,2024-02-05 14:10:46.175440279,Phase B,B,Navigation.ForwardStep,Navigation,ForwardStep,1.76,364.4
PROC_0011,OP_003,senior,2024-02-05 14:10:51.299271204,Phase B,B,AnatomyMap.MarkPoint,AnatomyMap,MarkPoint,6.53,364.4
PROC_0011,OP_003,senior,2024-02-05 14:11:11.171949904,Phase B,B,ImagingPanel.Rotate,ImagingPanel,Rotate,2.26,364.4
PROC_0011,OP_003,senior,2024-02-05 14:11:21.325164098,Phase B,B,ImagingPanel.Rotate,ImagingPanel,Rotate,0.62,364.4
PROC_0011,OP_003,senior,2024-02-05 14:11:38.954191678,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,3.65,364.4
PROC_0011,OP_003,senior,2024-02-05 14:11:43.963429959,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,9.98,364.4
PROC_0011,OP_003,senior,2024-02-05 14:11:48.610949313,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,4.59,364.4
PROC_0011,OP_003,senior,2024-02-05 14:11:57.534628473,Phase B,B,ImagingPanel.Contrast,ImagingPanel,Contrast,4.54,364.4
PROC_0011,OP_003,senior,2024-02-05 14:11:58.532559769,Phase B,B,ImagingPanel.Contrast,ImagingPanel,Contrast,4.02,364.4
PROC_0011,OP_003,senior,2024-02-05 14:12:20.135055719,Phase B,B,ImagingPanel.ToggleOverlay,ImagingPanel,ToggleOverlay,1.5,364.4
PROC_0011,OP_003,senior,2024-02-05 14:12:27.919102897,Phase B,B,ImagingPanel.Rotate,ImagingPanel,Rotate,0.3,364.4
PROC_0011,OP_003,senior,2024-02-05 14:12:34.653013684,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,3.86,364.4
PROC_0011,OP_003,senior,2024-02-05 14:12:34.919211595,Phase B,B,AnatomyMap.SelectRegion,AnatomyMap,SelectRegion,6.44,364.4
PROC_0011,OP_003,senior,2024-02-05 14:12:45.624050257,Phase B,B,ImagingPanel.Contrast,ImagingPanel,Contrast,1.52,364.4
PROC_0011,OP_003,senior,2024-02-05 14:13:02.019512110,Phase B,B,SegmentationTool.Draw,SegmentationTool,Draw,1.01,364.4
PROC_0011,OP_003,senior,2024-02-05 14:13:06.189003578,Phase B,B,ImagingPanel.ToggleOverlay,ImagingPanel,ToggleOverlay,0.51,364.4
PROC_0011,OP_003,senior,2024-02-05 14:13:09.306453821,Phase B,B,ImagingPanel.ToggleOverlay,ImagingPanel,ToggleOverlay,0.3,364.4
PROC_0011,OP_003,senior,2024-02-05 14:13:09.475643517,Phase B,B,SegmentationTool.Draw,SegmentationTool,Draw,7.13,364.4
PROC_0011,OP_003,senior,2024-02-05 14:13:10.563791771,Phase B,B,AnatomyMap.SelectRegion,AnatomyMap,SelectRegion,2.45,364.4
PROC_0011,OP_003,senior,2024-02-05 14:13:24.814521317,Phase B,B,AnatomyMap.SelectRegion,AnatomyMap,SelectRegion,1.0,364.4
PROC_0011,OP_003,senior,2024-02-05 14:13:26.607209572,Phase B,B,Navigation.ForwardStep,Navigation,ForwardStep,3.78,364.4
PROC_0011,OP_003,senior,2024-02-05 14:13:40.563255481,Phase B,B,SegmentationTool.Draw,SegmentationTool,Draw,10.41,364.4
PROC_0011,OP_003,senior,2024-02-05 14:14:15.297031449,Phase B,B,SegmentationTool.Draw,SegmentationTool,Draw,8.08,364.4
PROC_0011,OP_003,senior,2024-02-05 14:14:25.995770612,Phase B,B,ImagingPanel.Contrast,ImagingPanel,Contrast,2.85,364.4
PROC_0011,OP_003,senior,2024-02-05 14:14:31.542774513,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,6.06,364.4
PROC_0011,OP_003,senior,2024-02-05 14:14:34.352711841,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,0.3,364.4
PROC_0011,OP_003,senior,2024-02-05 14:14:39.206063823,Phase B,B,ImagingPanel.Rotate,ImagingPanel,Rotate,5.46,364.4
PROC_0011,OP_003,senior,2024-02-05 14:14:40.503349925,Phase B,B,SegmentationTool.Draw,SegmentationTool,Draw,1.0,364.4
PROC_0011,OP_003,senior,2024-02-05 14:14:51.823823444,Phase B,B,Navigation.BackStep,Navigation,BackStep,2.91,364.4
PROC_0011,OP_003,senior,2024-02-05 14:15:07.144245448,Phase B,B,AnatomyMap.MarkPoint,AnatomyMap,MarkPoint,4.24,364.4
PROC_0011,OP_003,senior,2024-02-05 14:15:51.053264043,Phase C,C,EnergyControl.SetDuration,EnergyControl,SetDuration,8.26,215.8
PROC_0011,OP_003,senior,2024-02-05 14:15:53.279662053,Phase C,C,EnergyControl.SetDuration,EnergyControl,SetDuration,1.22,215.8
PROC_0011,OP_003,senior,2024-02-05 14:15:56.672687797,Phase C,C,EnergyControl.Abort,EnergyControl,Abort,1.09,215.8
PROC_0011,OP_003,senior,2024-02-05 14:16:05.271545409,Phase C,C,EnergyControl.SetPower,EnergyControl,SetPower,18.93,215.8
PROC_0011,OP_003,senior,2024-02-05 14:16:05.726616133,Phase C,C,EnergyControl.SetDuration,EnergyControl,SetDuration,3.28,215.8
PROC_0011,OP_003,senior,2024-02-05 14:16:14.853761493,Phase C,C,ContactSensor.Confirm,ContactSensor,Confirm,8.01,215.8
PROC_0011,OP_003,senior,2024-02-05 14:16:22.073379171,Phase C,C,EnergyControl.Abort,EnergyControl,Abort,3.54,215.8
PROC_0011,OP_003,senior,2024-02-05 14:16:22.117302147,Phase C,C,WaveformViewer.Pause,WaveformViewer,Pause,0.3,215.8
PROC_0011,OP_003,senior,2024-02-05 14:16:58.305322665,Phase C,C,EnergyControl.SetDuration,EnergyControl,SetDuration,1.29,215.8
PROC_0011,OP_003,senior,2024-02-05 14:17:00.812772700,Phase C,C,ContactSensor.Confirm,ContactSensor,Confirm,4.48,215.8
PROC_0011,OP_003,senior,2024-02-05 14:17:35.970133139,Phase C,C,WaveformViewer.Resume,WaveformViewer,Resume,7.08,215.8
PROC_0011,OP_003,senior,2024-02-05 14:17:40.945931276,Phase C,C,ContactSensor.Confirm,ContactSensor,Confirm,4.51,215.8
PROC_0011,OP_003,senior,2024-02-05 14:17:55.410521447,Phase C,C,EnergyControl.SetPower,EnergyControl,SetPower,2.59,215.8
PROC_0011,OP_003,senior,2024-02-05 14:18:07.331139584,Phase C,C,EnergyControl.SetDuration,EnergyControl,SetDuration,3.49,215.8
PROC_0011,OP_003,senior,2024-02-05 14:18:20.930980226,Phase C,C,EnergyControl.SetDuration,EnergyControl,SetDuration,1.94,215.8
PROC_0011,OP_003,senior,2024-02-05 14:18:28.987024239,Phase C,C,EnergyControl.Abort,EnergyControl,Abort,8.97,215.8
PROC_0011,OP_003,senior,2024-02-05 14:18:39.195971118,Phase C,C,EnergyControl.Abort,EnergyControl,Abort,1.97,215.8
PROC_0011,OP_003,senior,2024-02-05 14:18:41.529983608,Phase C,C,ContactSensor.Confirm,ContactSensor,Confirm,1.58,215.8
PROC_0011,OP_003,senior,2024-02-05 14:18:51.918952651,Phase C,C,ContactSensor.Confirm,ContactSensor,Confirm,4.37,215.8
PROC_0011,OP_003,senior,2024-02-05 14:19:08.296306243,Phase C,C,LesionMap.MarkLesion,LesionMap,MarkLesion,2.02,215.8
PROC_0011,OP_003,senior,2024-02-05 14:19:19.314121968,Phase C,C,LesionMap.ReviewLesion,LesionMap,ReviewLesion,1.16,215.8
PROC_0011,OP_003,senior,2024-02-05 14:19:41.554606362,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,4.38,326.2
PROC_0011,OP_003,senior,2024-02-05 14:19:42.234527454,Phase D,D,WaveformViewer.Zoom,WaveformViewer,Zoom,2.99,326.2
PROC_0011,OP_003,senior,2024-02-05 14:19:55.080958098,Phase D,D,LesionMap.DeleteLesion,LesionMap,DeleteLesion,0.32,326.2
PROC_0011,OP_003,senior,2024-02-05 14:20:03.006177584,Phase D,D,LesionMap.DeleteLesion,LesionMap,DeleteLesion,3.48,326.2
PROC_0011,OP_003,senior,2024-02-05 14:20:27.883027474,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,0.79,326.2
PROC_0011,OP_003,senior,2024-02-05 14:20:33.560796806,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,1.05,326.2
PROC_0011,OP_003,senior,2024-02-05 14:20:43.057987939,Phase D,D,OutcomeTracker.FlagAnomaly,OutcomeTracker,FlagAnomaly,2.28,326.2
PROC_0011,OP_003,senior,2024-02-05 14:20:45.486008254,Phase D,D,WaveformViewer.SelectChannel,WaveformViewer,SelectChannel,1.68,326.2
PROC_0011,OP_003,senior,2024-02-05 14:20:57.232394142,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,7.9,326.2
PROC_0011,OP_003,senior,2024-02-05 14:21:16.037726180,Phase D,D,WaveformViewer.Zoom,WaveformViewer,Zoom,0.88,326.2
